id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,accessory_maxbedrooms_units,accessory_maxpercent_units,accessory_maxsqft_units,accessory_minlotacres_units,accessory_minparking_units,affordable_maxbedrooms_units,affordable_maxunitsperacre_units,affordable_maxunitsperbldg_units,affordable_minlotacres_units,affordable_minparking_1br_units,affordable_minparking_2br_units,affordable_minunitsqft_units,family1_floorarearatio_units,family1_frontsetbackft_units,family1_maxheightft_units,family1_maxlotcoverage_building_units,family1_maxlotcoverage_buildingimpervious_units,family1_maxstories_units,family1_minlotacres_units,family1_minparking_units,family1_minunitsqft_units,family1_rearsetbackft_units,family1_sidesetbackft_units,family2_floorarearatio_units,family2_frontsetbackft_units,family2_maxheightft_units,family2_maxlotcoverage_building_units,family2_maxlotcoverage_buildingimpervious_units,family2_maxstories_units,family2_maxunitsperacre_units,family2_minlotacres_units,family2_minparking_1br_units,family2_minparking_2br_units,family2_minunitsqft_units,family2_rearsetbackft_units,family2_sidesetbackft_units,family3_floorarearatio_units,family3_frontsetbackft_units,family3_maxbedrooms_units,family3_maxheightft_units,family3_maxlotcoverage_building_units,family3_maxlotcoverage_buildingimpervious_units,family3_maxstories_units,family3_maxunitsperacre_units,family3_minlotacres_units,family3_minparking_1br_units,family3_minparking_2br_units,family3_minunitsqft_units,family3_rearsetbackft_units,family3_sidesetbackft_units,family4_floorarearatio_units,family4_frontsetbackft_units,family4_maxbedrooms_units,family4_maxheightft_units,family4_maxlotcoverage_building_units,family4_maxlotcoverage_buildingimpervious_units,family4_maxstories_units,family4_maxunitsperacre_units,family4_maxunitsperbldg_units,family4_minlotacres_units,family4_minparking_1br_units,family4_minparking_2br_units,family4_minunitsqft_units,family4_rearsetbackft_units,family4_sidesetbackft_units,plannedresidential_maxunits_units,plannedresidential_maxunitsperacre_units,plannedresidential_minlotacres_units,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,govtype,haszoning,zoningcodepages,county,county_id,state
30531,2023-06-30,2023-09-29,NA,X,PD-LI,Planned Development – Light Industrial,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,prohibited,"following maximum limits on the amount of each type of use:
i. Offices: 50%
ii. Commercial: 25%",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": ""10"", ""27_58"": ""80"", ""27_59"": """", ""27_60"": ""35"", ""27_61"": """", ""27_62"": ""t"", ""27_63"": ""10"", ""27_64"": ""80"", ""27_65"": """", ""27_66"": ""35"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""t"", ""27_70"": ""10"", ""27_71"": ""80"", ""27_72"": """", ""27_73"": ""35"", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30532,2023-06-30,2023-09-29,NA,M,PD-LS,Planned Development – Lifestyle,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,hearing,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,FALSE,FALSE,,,,"35, up to 55 with increase in setback (1 height for 5 setback)",,,,,,,,,,,,FALSE,FALSE,,,50,FALSE,hearing,"planned development district, non-residential uses subject to public hearing, mixed-use (office/retail 1st floor, residential upper floors) building allowed ",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": ""35, up to 55 with increase in setback (1 height for 5 setback)"", ""27_61"": """", ""27_62"": ""t"", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": ""35, up to 55 with increase in setback (1 height for 5 setback)"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30533,2023-06-30,2023-09-29,NA,M,PD-MXD,Planned Development Mixed Use,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,hearing,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,50,35,,,,0.14 or 75% of preceding zoning district,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,4; & sometimes contextual,10,FALSE,hearing,"Planned development district, non-residential uses subject to public hearing
Following maximum limits on the amount of site area dedicated to each type of use:
i. Detached single-family dwellings: 80%
ii. Offices: 50%
iii. Commercial: 25%
iv. Outdoor recreation: 75%",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,contextual,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": ""70"", ""27_59"": """", ""27_60"": ""60"", ""27_61"": """", ""27_62"": ""t"", ""27_63"": """", ""27_64"": ""60"", ""27_65"": """", ""27_66"": ""60"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30517,2023-06-30,2023-09-29,NA,R,R-1,Single family,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,50,40,,,,1,2,,35,15,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30530,2023-06-30,2023-09-29,NA,X,PD-LC(C),Planned Development – Limited Commercial,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,prohibited,"Planned development district, non-residential uses subject to public hearing",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": ""3"", ""27_58"": ""70"", ""27_59"": """", ""27_60"": ""50"", ""27_61"": """", ""27_62"": ""t"", ""27_63"": ""3"", ""27_64"": ""70"", ""27_65"": """", ""27_66"": ""50"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30522,2023-06-30,2023-09-29,NA,R,R-6,Single family,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,20,40,60,,,0.11,2,,15,3,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30526,2023-06-30,2023-09-29,NA,X,PO,Professional Office,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""f"", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": ""t"", ""27_63"": ""2.30"", ""27_64"": ""65"", ""27_65"": """", ""27_66"": ""50"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
38682,2023-09-02,2023-09-29,NA,R,PD-RV,Planned Development – Residential/Villas,TRUE,TRUE,FALSE,3145,,review,FALSE,FALSE,hearing,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,20,35,,,,,,,,10,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,4.5,4,FALSE,hearing,"Villas, what are those?",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-09-02,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30528,2023-06-30,2023-09-29,NA,X,PD-LC(A),Planned Development – Limited Commercial,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,prohibited,"Planned development district, non-residential uses subject to public hearing",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": ""0.46"", ""27_58"": ""70"", ""27_59"": """", ""27_60"": ""35"", ""27_61"": """", ""27_62"": ""t"", ""27_63"": ""0.46"", ""27_64"": ""70"", ""27_65"": """", ""27_66"": ""35"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30515,2023-06-30,2023-09-29,NA,X,POS,Parks and Open Space,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""f"", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": ""f"", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""t""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30518,2023-06-30,2023-09-29,NA,R,R-2,Single family,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,40,40,15,,,0.46,2,,30,10,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30516,2023-06-30,2023-09-29,NA,R,NU,Non-Urban,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,50,40,,,,2.93,2,,35,15,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30519,2023-06-30,2023-09-29,NA,R,R-3,Single family,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,40,40,20,,,0.34,2,,30,10,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30520,2023-06-30,2023-09-29,NA,R,R-4,Single family,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30,40,25,,,0.23,2,,30,10,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30524,2023-06-30,2023-09-29,NA,X,GC,General Commercial,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": ""0.46"", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": ""t"", ""27_63"": ""0.46"", ""27_64"": """", ""27_65"": ""80"", ""27_66"": ""75"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
30525,2023-06-30,2023-09-29,NA,X,LI,Light Industrial,TRUE,FALSE,FALSE,3145,,review,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": ""0.92"", ""27_58"": """", ""27_59"": ""50"", ""27_60"": ""80"", ""27_61"": """", ""27_62"": ""f"", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""t"", ""27_70"": ""0.92"", ""27_71"": """", ""27_72"": ""50"", ""27_73"": ""80"", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-30,0,,Sunset Hills,municipal,TRUE,146,St. Louis County,5097,MO
